第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types,main_chain_position,main_quantum_category,firm_relevance
北京计算机技术及应用研究所,中国,北京市,2023,2023,1,26,26.0,量子传感,量子软件/算法/模拟,量子信息；量子态；量子比特；量子算法；量子线路；量子计算,1,0,0,0,科研单位,量子软件/算法/模拟,量子传感,核心量子企业
北京读上高楼文化科技有限公司,中国,北京,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
北京连山科技股份有限公司,中国,北京市,2023,2023,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子计算,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
北京遥测技术研究所,中国,北京,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京邮电大学,中国,北京,2024,2025,31,226,7.290322580645161,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,QKD；光纤频率传递；单光子探测器；叠加态；后量子加密；激光器；量子保密通信；量子密钥；量子密钥分发；量子并行；量子态；量子技术；量子比特；量子测量；量子算法；量子纠缠；量子线路；量子网络；量子计算；量子计算机；量子通信；量子门,10,16,4,1,学校,量子通信与安全,量子通信与安全,核心量子企业
北京邮电大学,中国,北京市,2021,2023,35,198,5.6571428571428575,量子传感；量子基础概念；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选；量子通信与安全,QKD；光子量子比特；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发；量子态；量子比特；量子网络；量子通信；频率基准,5,28,1,1,"企业,学校；学校；科研单位,学校",量子通信与安全,量子通信与安全,核心量子企业
北京量子信息科学研究院,中国,北京,2024,2025,45,481,10.688888888888888,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,QKD；保真度；单光子探测器；叠加态；后量子密码；囚禁离子；激光器；物理量子比特；离子阱；超导量子比特；超导量子芯片；量子传感；量子传感器；量子信息；量子信息技术；量子处理器；量子密钥；量子密钥分发；量子态；量子机器学习；量子比特；量子测量；量子电路；量子算法；量子线路；量子网络；量子芯片；量子计算；量子计算机；量子通信；量子门；门保真度,31,13,1,0,"科研单位；科研单位,学校；科研单位,科研单位",量子计算系统,量子计算,核心量子企业
北京量子信息科学研究院,中国,北京市,2021,2024,8,78,9.75,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,保真度；激光器；量子密钥；量子密钥分发；量子态；量子比特；量子测量；量子线路；量子计算；量子计算机；量子通信；量子门；频率标准,5,1,2,0,"科研单位；科研单位,学校",量子计算系统,量子计算,核心量子企业
北京金匙基因科技有限公司,中国,北京市,2022,2022,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
北京金锐世纪高科技有限公司,中国,北京,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京锐光维度科技有限公司,中国,北京,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
北京顺政水环境有限公司,中国,北京,2024,2024,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
北京飞斯科科技有限公司,中国,北京,2024,2024,1,8,8.0,量子计算硬件,量子计算硬件/量子芯片,离子阱；超高真空,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
北京飞秒留声科技有限公司,中国,北京,2024,2024,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；铷原子钟,0,0,0,2,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京骏德智算科技有限公司,中国,北京,2025,2025,1,14,14.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子态；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
北京鸿途信达科技股份有限公司,中国,北京,2025,2025,1,19,19.0,量子传感,量子传感器/精密测量,量子态；量子测量；量子电路；量子计算；量子计算机,1,0,0,0,企业,量子传感器/精密测量,量子传感,较高相关企业
北华航天工业学院,中国,廊坊,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
北斗伏羲信息技术有限公司,中国,合肥,2025,2025,1,9,9.0,量子计算,量子计算系统,量子态；量子比特,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
北斗天汇(北京)科技有限公司,中国,北京市,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北方工业大学,中国,北京,2025,2025,2,24,12.0,量子通信与安全,量子通信与安全,叠加态；量子密钥；量子密钥分发；量子态；量子测量；量子网络；量子计算,2,0,0,0,"学校；学校,学校",量子通信与安全,量子通信与安全,核心量子企业
北方工业大学,中国,北京市,2021,2023,4,58,14.5,量子通信与安全,量子通信与安全,保真度；量子中继；量子中继器；量子信息；量子密钥；量子密钥分发；量子态；量子纠缠；量子网络；量子计算；量子门,4,0,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
北旺路桥建设有限公司,中国,北京,2025,2025,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子比特,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
北森云计算有限公司,中国,成都,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态；量子纠缠,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
华东交通大学,中国,南昌,2025,2025,2,18,9.0,量子计算,量子计算系统,量子态；量子比特；量子纠缠；量子计算；量子计算机,2,0,0,0,学校,量子计算系统,量子计算,核心量子企业
华东交通大学,中国,南昌市,2021,2022,6,63,10.5,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟,叠加态；量子信息；量子叠加；量子并行；量子态；量子比特；量子线路；量子计算；量子门,4,1,1,0,学校,量子计算系统,量子计算,核心量子企业
华东师范大学,中国,上海,2024,2025,5,49,9.8,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟,qubits；原子钟；氢原子钟；物理量子比特；逻辑量子比特；量子态；量子比特；量子电路；量子算法；量子线路；量子计算；量子门,3,0,0,2,学校,量子软件/算法/模拟,量子计算,核心量子企业
华东师范大学,中国,上海市,2021,2023,10,64,6.4,量子传感；量子基础概念；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,光钟；冷原子钟；原子钟；激光器；磁光阱；离子阱；量子态；量子技术；量子测量；量子计算,3,4,1,2,学校,其他量子相关/待复核,量子传感,核心量子企业
华东理工大学,中国,上海,2025,2025,1,5,5.0,量子传感,量子传感器/精密测量,NV色心；金刚石NV色心,0,1,0,0,学校,量子传感器/精密测量,量子传感,候选/待复核企业
华东计算技术研究所(中国电子科技集团公司第三十二研究所),中国,上海,2024,2025,6,68,11.333333333333334,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,保真度；光量子计算；超导量子芯片；量子比特；量子算法；量子线路；量子芯片；量子计算；量子计算机；量子门,5,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
华东计算技术研究所(中国电子科技集团公司第三十二研究所),中国,上海市,2021,2022,4,44,11.0,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,超导量子比特；超导量子芯片；量子态；量子比特；量子芯片；量子计算；量子计算机；量子通信,2,2,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),中国,武汉,2024,2024,5,31,6.2,量子传感；量子计算,量子传感器/精密测量；量子计算系统,光调制器；冷原子干涉；原子干涉；原子干涉仪；激光器；磁光阱；量子态；量子计算,1,4,0,0,企业,量子传感器/精密测量,量子传感,核心量子企业
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),中国,武汉市,2021,2023,9,47,5.222222222222222,量子传感,量子传感器/精密测量,MOT；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱；磁光阱真空腔,0,9,0,0,企业,量子传感器/精密测量,量子传感,核心量子企业
华中光电技术研究所(中国船舶重工集团有限公司第七一七研究所),中国,武汉市,2023,2023,1,5,5.0,量子传感,量子传感器/精密测量,冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),中国,武汉,2024,2025,16,82,5.125,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；原子频标；声光晶体；激光器；磁光阱；超高真空,0,15,0,1,企业,量子传感器/精密测量,量子传感,核心量子企业
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),中国,武汉市,2023,2023,1,5,5.0,量子传感,量子传感器/精密测量,原子干涉；原子干涉仪,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
华中农业大学,中国,武汉,2025,2025,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,"学校,企业",量子计算系统,量子计算,候选/待复核企业
华中农业大学,中国,武汉市,2022,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子计算；量子计算机,1,0,0,0,"企业,学校",量子通信与安全,量子通信与安全,较高相关企业
华中师范大学,中国,武汉,2025,2025,1,5,5.0,量子传感,其他量子相关/待复核,量子信息；量子信息技术,0,1,0,0,学校,其他量子相关/待复核,量子传感,候选/待复核企业
华中科技大学,中国,武汉,2024,2025,22,130,5.909090909090909,量子传感；量子计算；量子计算硬件；量子通信与安全,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,光调制器；原子干涉；原子干涉仪；原子钟；后量子密码；氢原子钟；激光器；磁光阱；超导量子芯片；量子比特；量子芯片；量子计算；量子计算机；量子门,4,17,0,1,"学校；学校,科研单位",量子通信与安全,量子通信与安全,核心量子企业
